side,index,id,name_or_title,topic
paper,188,T131_78,Bayesian Networks for Knowledge Discovery,T131
paper,189,T131_79,"Possibilistic Logic, Preferential Models, Non-monotonicity and Related Issues",T131
paper,190,T131_8,Normalizing Possibility Distributions Using t-Norms,T131
paper,191,T131_80,On the Use of the Dempster Shafer Model in Information Indexing and Retrieval Applications,T131
paper,192,T131_81,A declarative approach to business rules in contracts: courteous logic programs in XML,T131
paper,193,T131_82,An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,T131
paper,194,T131_83,A Hybrid Framework for Representing Uncertain Knowledge,T131
paper,195,T131_84,Probabilistic Horn Abduction and Bayesian Networks,T131
paper,196,T131_85,Addendum to 'Current Approaches to Handling Imperfect Information in Data and Knowledge Bases,T131
paper,197,T131_9,Possibilistic Normalisation and Reasoning Under Partial Inconsistency,T131
paper,198,T144_0,An Evolutionary Approach to Mining Robust Multi-Resolution Web Profiles and Context Sensitive URL Associations,T144
paper,199,T144_1,Extracting Web User Profiles Using Relational Competitive Fuzzy Clustering,T144
paper,200,T144_10,Web Usage Mining: Discovery and Applications of Usage Patterns from Web Data,T144
paper,201,T144_100,The Connectivity Server: Fast Access to Linkage Information on the Web,T144
paper,202,T144_101,Systematic Hypermedia Application Design with OOHDM,T144
paper,203,T144_102,Implementing Interior Point Linear Programming Methods in the Optimization Subroutine Library,T144
paper,204,T144_103,Implementing the Simplex Method for the Optimization Subroutine Library,T144
paper,205,T144_104,A Tiered System for Serving Differentiated Content,T144
paper,206,T144_105,System Design Issues for Internet Middleware Services: Deductions from a Large Client Trace,T144
paper,207,T144_106,Mining Quantitative Association Rules in Large Relational Tables,T144
paper,208,T144_107,An Object Oriented Approach to Web-Based Applications Design,T144
paper,209,T144_108,Improvement of Precision and Recall for Information Retrieval in a Narrow Domain: Reuse of Concepts by Formal Concept Analysis,T144
paper,210,T144_109,Context and Page Analysis for Improved Web Search,T144
paper,211,T144_11,An Average Linear Time Algorithm For Web Usage Mining,T144
paper,212,T144_110,Computing the Entropy of User Navigation in the Web,T144
paper,213,T144_111,A Logic Framework for a Semantics of Object-Oriented Data Modeling,T144
paper,214,T144_112,The OO-Binary Relationship Model: A Truly Object Oriented Conceptual Model,T144
paper,215,T144_113,Addendum to 'Automatic Generation of Production Rules for Integrity Maintenance,T144
paper,216,T144_114,Automatic Resource Compilation by Analyzing Hyperlink Structure and Associated Text,T144
paper,217,T144_115,Efficient Crawling Through URL Ordering,T144
paper,218,T144_116,The Intelligent Electronic Shopping System Based on Bayesian Customer Modeling,T144
paper,219,T144_117,An Interactive Classification of Web Documents by Self-Organizing Maps and Search Engines,T144
paper,220,T144_118,A SOM-Based Information Organizer for Text and Video Data,T144
paper,221,T144_119,Automatic Rule Generation for Constraint Enforcement in Active Databases,T144
paper,222,T144_12,Mining the Web for Acronyms Using the Duality of Patterns and Relations,T144
paper,223,T144_120,A Fomalization of the Binary Object-Role Model based on Logic,T144
paper,224,T144_121,Constructing Deterministic Finite-State Automata in Recurrent Neural Networks,T144
paper,225,T144_122,An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,T144
paper,226,T144_123,Database Mining in the Architecture of a Semantic Preprocessor for State Aware Query Optimization,T144
paper,227,T144_124,Optimising Web Queries Using Document Type Definitions,T144
paper,228,T144_125,XML-GL: A Graphical Language for Querying and Restructuring XML Documents,T144
paper,229,T144_126,WSDM: A User Centered Design Method for Web Sites,T144
paper,230,T144_127,The Object-Oriented Hypermedia Design Model,T144
paper,231,T144_128,A Unified Framework for Supporting Dynamic Schema Evolution in Object Databases,T144
paper,232,T144_129,Dealing with Version Pertinence to Design an Efficient Schema Evolution Framework,T144
paper,233,T144_13,Trawling the Web for Emerging Cyber-Communities,T144
paper,234,T144_130,XML: Current Developments and Future Challenges for the Database Community,T144
paper,235,T144_131,"On Modularity for Conceptual Data Models and the Consequences for Subtyping, Inheritance  Overriding",T144
paper,236,T144_132,Feed-Forward Neural Networks and Topographic Mappings for Exploratory Data Analysis,T144
paper,237,T144_133,Shadow targets: A novel algorithm for topographic projections by radial basis functions,T144
paper,238,T144_134,View Integration of Object Life-Cycles in Object-Oriented Design,T144
paper,239,T144_135,Observation Consistent Integration of Views of Object Life-Cycles,T144
paper,240,T144_136,"The Web as a Graph: Measurements, Models, and Methods",T144
paper,241,T144_137,Design Reuse in Hypermedia Applications Development,T144
paper,242,T144_138,Web Content Delivery to Heterogeneous Mobile Platforms,T144
paper,243,T144_139,WebComposition: An Object-Oriented Support System for the Web Engineering Lifecycle,T144
paper,244,T144_14,Asynchronous Version Advancement in a Distributed Three-Version Database,T144
paper,245,T144_15,Scalable Versioning in Distributed Databases with Commuting Updates,T144
paper,246,T144_16,Web-based Support Systems (WSS): A Report of the WIC Canada Research Centre,T144
paper,247,T144_17,A Web-Based Intelligent Tutoring System for Computer Programming,T144
paper,248,T144_18,Performance Evaluation of a Hybrid Run-Time Management Policy for Data Intensive Web Sites,T144
paper,249,T144_19,Improving Web Server Performance by Caching Dynamic Data,T144
paper,250,T144_2,Semantics for Null Extended Nested Relations,T144
paper,251,T144_20,A Road Map to More Effective Web Personalization: Integrating Domain Knowledge with Web Usage Mining,T144
paper,252,T144_21,Mining Sequential Patterns: Generalizations and Performance Improvements,T144
paper,253,T144_22,Fast Algorithms for Mining Association Rules in Large Databases,T144
paper,254,T144_23,"Scalable Feature Selection, Classification and Signature Generation for Organizing Large Text Databases into Hierarchical Topic Taxonomies",T144
paper,255,T144_24,Feature Subset Selection in Text-Learning,T144
paper,256,T144_25,Issues in Web Content Replication,T144
paper,257,T144_26,Scalable Update Propagation in Epidemic Replicated Databases,T144
paper,258,T144_27,Dynamic Load Balancing on Web-Server Systems,T144
paper,259,T144_28,DNS Dispatching Algorithms with State Estimators for Scalable Web-Server Clusters,T144
paper,260,T144_29,Designing Well-Structured Websites: Lessons to Be Learned from Database Schema Methodology,T144
paper,261,T144_3,A Fully Precise Null Extended Nested Relational Algebra,T144
paper,262,T144_30,HDM - A Model-Based Approach to Hypertext Application Design,T144
paper,263,T144_31,How to build a WebFountain: An architecture for very large-scale text analytics,T144
paper,264,T144_32,The WebCAT Framework - Automatic Generation of Meta-Data for Web Resources,T144
paper,265,T144_33,"Mirror, Mirror on the Web: A Study of Host Pairs with Replicated Content",T144
paper,266,T144_34,Self-Organization and Identification of Web Communities,T144
paper,267,T144_35,A Structured Approach for the Definition of the Semantics of Active Databases,T144
paper,268,T144_36,Automatic Generation of Production Rules for Integrity Maintenance,T144
paper,269,T144_37,Predictive Algorithms for Browser Support of Habitual User Activities on the Web,T144
paper,270,T144_38,Ordering and Selecting Production Rules for Constraint Maintenance: Complexity and Heuristic Solution,T144
paper,271,T144_39,Building Light-Weight Wrappers for Legacy Web Data-Sources Using W4F,T144
paper,272,T144_4,Discovery of Web Communities from Positive and Negative Examples,T144
paper,273,T144_40,Web Ecology: Recycling HTML Pages as XML Documents Using W4F,T144
paper,274,T144_41,Adaptive Web Sites: Automatically Synthesizing Web Pages,T144
paper,275,T144_42,"Data-Driven, One-To-One Web Site Generation for Data-Intensive Applications",T144
paper,276,T144_43,Design Principles for Data-Intensive Web Sites,T144
paper,277,T144_44,Extracting Patterns and Relations from the World Wide Web,T144
paper,278,T144_45,The SGF Metadata Framework and Its Support for Social Awareness on the World Wide Web,T144
paper,279,T144_46,A Non-Obtrusive User Interface for Increasing Social Awareness on the World Wide Web,T144
paper,280,T144_47,Random Sampling Techniques for Space Efficient Online Computation of Order Statistics of Large Datasets,T144
paper,281,T144_48,Approximate Medians and other Quantiles in One Pass and with Limited Memory,T144
paper,282,T144_49,Digital Libraries and Autonomous Citation Indexing,T144
paper,283,T144_5,Machine Discovery Based on the Co-occurrence of References in a Search Engine,T144
paper,284,T144_50,Web-Based Information Retrieval Support Systems: Building Research Tools for Scientists in the New Information Age,T144
paper,285,T144_51,Constraint Enforcement Through Production Rules: Putting Active Databases at Work,T144
paper,286,T144_52,Distributions of Surfers' Paths Through the World Wide Web: Empirical Characterizations,T144
paper,287,T144_53,Using Markov Chains for Link Prediction in Adaptive Web Sites,T144
paper,288,T144_54,Web Application Models Are More Than Conceptual Models,T144
paper,289,T144_55,An Object-Oriented Model for Designing the Humam-Computer Interface Of Hypermedia Applications,T144
paper,290,T144_56,Exploiting Webspace Organization for Accelerating Web Prefetching,T144
paper,291,T144_57,Analysis and Characterization of Large-Scale Web Server Access Patterns and Performance,T144
paper,292,T144_58,ACES: An efficient admission control scheme for QoS-aware web servers,T144
paper,293,T144_59,Synchronizing a Database to Improve Freshness,T144
paper,294,T144_6,Finding Replicated Web Collections,T144
paper,295,T144_60,Focused Crawling: A New Approach to Topic-Specific Web Resource Discovery,T144
paper,296,T144_61,Efficient Support for Partial Write Operations in Replicated Databases,T144
paper,297,T144_62,Improving Fault Tolerance and Supporting Partial Writes in Structured Coterie Protocols for Replicated Objects,T144
paper,298,T144_63,HPP: HTML Macro-Preprocessing to Support Dynamic Document Caching,T144
paper,299,T144_64,Study of Piggyback Cache Validation for Proxy Caches in the World Wide Web,T144
paper,300,T144_65,A Digital Photography Framework Enabling Affective Awareness in Home Communication,T144
